Id Empresa;Empresa;Departamento;Municipio; NUSD;Nombre del relleno sanitario;Estado del relleno sanitario;Fecha en que adquiri el estado;Fecha de reporte del estado;Ano de reporte de informacion;Fecha de reporte de informacion;Propietario del relleno sanitario;Latitud;Longitud;Altitud;Fecha inicio de operaciones;Fecha terminacion vida util;Vida util (meses);area media que contiene residuos (m2);Profundidad media de los residuos (m);Tiene cerco perimetral;Tiene caseta de entrada;Tiene drenaje de lixiviados;Cuenta con drenaje de aguas lluvias;Tiene impermeabilizacion de fondo;Tipo de impermeabilizacion de fondo;Tiene cobertura final;Tipo de cobertura final;Tiene estacion de pesaje;Aplica compactacion a los residuos dispuestos;Compactacion aplicada a los residuos dispuestos (T/m3);Capacidad de diseno del relleno sanitario (m3);Capacidad disponible (m3);Tipo de relleno sanitario;Tipo de residuos dispuestos;Caracterizacion de residuos;Organicos (%);Vidrio (%);Metal (%);Plastico (%);Papel (%);Carton (%);Otros organicos (%);Otros inorganicos (%);Fecha ultima caracterizacion;Sistema de drenaje de gases;Cantidad de pozos verticales (chimeneas y horizontales);Cuenta con un proyecto de biogas;Tiene programado desarrollar un proyecto de biogas en los proximos cinco (5) anos;Caudal de biogas en la estacion de quemado (m3/h);Contenido de metano en la estacion de quemado (%);Cantidad de lixiviado producido (L/s);Cantidad de lixiviado tratado (L/s);Representante legal de la empresa;Telefono de contacto;Correo electronico de la empresa
3021;EMPRESA DE SERVICIOS PUBLICOS DE LA DORADA E.S.P.;CALDAS;LA DORADA;2473;RELLENO SANITARIO DORADITA;1|EN OPERACION;16/06/2006;5/07/2016;2014;24/11/2015;Municipio;5.4544379;-74.6633693;178;1/08/2001;26/06/2026;278;333000;20;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;SI;SI;0.7;ND;1596394;Relleno sanitario;ordinarios-;SI;64.06;2.82;3.69;11.42;6.49;4.84;5.26;1.39;4/04/2014;Pasivo;15;NO;NO;ND;ND;0.93;0;ANGELA MARITZA GARCIA MAYORGA;8576097;espladorada@hotmail.com
662;OFICINA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE UBATE;CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATE;2533;LA CALERA;1|EN OPERACION;13/07/2007;25/09/2008;2006;29/03/2007;Municipio;3.98033615;-76.21435089;2.713;11/09/1990;ND;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Limo;NO;NO;0;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.04;0.04;CARLOS HUMBERTO SANTANA MALAVER;8891037;ospubate@hotmail.com
2783;UNIDAD DE SERVICIOS P˜BLICOS DOMICILIARIOS DE PUERTO TRIUNFO ;ANTIOQUIA;PUERTO TRIUNFO;2593;BRUCELAS;1|EN OPERACION;21/07/2006;22/12/2006;2009;7/05/2010;Otro;3.98033615;-76.21435089;194;1/07/2000;31/08/2019;169;3200;3.5;SI;SI;SI;SI;NO;Sintetico;SI;Arcilla;NO;NO;ND;ND;26613.5;Relleno sanitario;ordinarios-;SI;5;15;5;50;10;20;5;95;1/10/2009;No tiene;ND;NO;NO;ND;ND;0;0;JAVIER ARISTIDES GUERRA CASTILLO;8352117;ptricc01@edatel.net
2372;EMPRESA DE ASEO DE BUCARAMANGA S.A. E.S.P.;SANTANDER;BUCARAMANGA;2693;SITIO DE DISPOSICI”N FINAL DE RESIDUOS S”LIDOS EL CARRASCO;1|EN OPERACION;11/06/2017;11/06/2017;2014;18/07/2016;Empresa;3.98033615;-76.21435089;800;30/10/1998;18/06/2003;0;150000000;50;SI;SI;SI;SI;NO;Tierra;SI;Tierra;SI;SI;1;ND;254794;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;SI;0;0;0;0;0;0;0;0;1/06/2014;Activo y Pasivo;73;SI-aprovechamiento del biogas;SI-aprovechamiento del biogas;509;43;1.47;1.47;PEDRO JOSE SALAZAR GARCIA;6373434;gerencia@emab.gov.co
856;GRUPO DE ASEO MUNICIPAL DE POPAYAN;CAUCA;POPAYAN;2753;EL OJITO;1|EN OPERACION;15/09/2006;15/09/2006;2010;27/05/2011;Municipio;3.98033615;-76.21435089;1773;15/03/1932;31/08/2016;132;3200;100;SI;SI;SI;SI;NO;Tierra;SI;Limo;SI;SI;0.75;ND;72000;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;66.18;2.52;1.02;10.62;11.78;1.06;1.2;6.7;14/03/2006;Activo;2;SI-reduccion de emisiones (quema);SI-reduccion de emisiones (quema);1.04;26;1.2;1.2;RAMIRO ANTONIO NAVIA DIAZ;8223113;grupoaseo@hotmail.com
856;GRUPO DE ASEO MUNICIPAL DE POPAYAN;CAUCA;POPAYAN;2754;EL OJITO;1|EN OPERACION;15/09/2006;15/09/2006;2010;27/05/2011;Municipio;3.98033615;-76.21435089;1773;15/03/1932;31/08/2016;132;3200;100;SI;SI;SI;SI;NO;Tierra;SI;Limo;SI;SI;0.75;ND;72000;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;66.18;2.52;1.02;10.62;11.78;1.06;1.2;6.7;14/03/2006;Activo;2;SI-reduccion de emisiones (quema);SI-reduccion de emisiones (quema);1.04;26;1.2;1.2;RAMIRO ANTONIO NAVIA DIAZ;8223113;grupoaseo@hotmail.com
3159;ASEO URBANO DE LOS PATIOS S.A. E.S.P.;NORTE DE SANTANDER;CUCUTA;2793;GUAYABAL;1|EN OPERACION;19/09/2006;22/12/2006;2002;19/09/2006;Otro;3.98033615;-76.21435089;312;ND;1/04/2026;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;PEDRO ARNULFO GARCIA TIBADUIZA;5784888;aseo-cucuta.co@veolia.com
722;ACUASAN E.I.C.E  E.S.P;SANTANDER;SAN GIL;2834;RELLENO SANITARIO EL CUCHARO;1|EN OPERACION;21/09/2006;21/09/2006;2014;16/07/2015;Empresa;3.98033615;-76.21435089;1035;1/02/1991;29/06/2015;120;12744;9;SI;SI;SI;SI;NO;Sintetico;SI;Tierra;SI;SI;0.9;ND;71500;Relleno sanitario;ordinarios-;SI;67.87;2.45;1.38;5.41;4.52;5.41;4.52;7.13;1/09/2006;Pasivo;36;NO;NO;ND;ND;0.25;0.25;LUIS FRANCISCO RUIZ CEDIEL;7242590;acuasan@acuasan.gov.co
1830;RIO ASEO TOTAL S.A. E.S.P.;ANTIOQUIA;DONMATIAS;2860;PARQUE AMBIENTAL LA PRADERA;2|CERRADO;25/09/2006;25/09/2006;2002;25/09/2006;Otro;3.98033615;-76.21435089;1.143;ND;31/12/2010;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;OSCAR SALAZAR FRANCO;5314464;gerencia@rioaseototal.com
640;COMPAãêA DE SERVICIOS P˜BLICOS DE SOGAMOSO S.A. E.S.P.;BOYACA;SOGAMOSO;2873;TERRAZAS DEL PORVENIR;1|EN OPERACION;9/05/2007;21/09/2015;2012;25/02/2014;Empresa;3.98033615;-76.21435089;2600;1/07/1993;10/09/2008;240;43690;34.7;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;NO;SI;0.9;ND;1516023;Relleno sanitario;ordinarios-;SI;58;3;3;7;2;4;0;23;22/09/2008;Activo y Pasivo;15;NO;NO;ND;ND;5;5;PEDRO ELIAS BARRERA  MESA;7702110;gerencia@coserviciosesp.com.co
3001;INCINERACIONES BOK S.A. E.S.P.;CUNDINAMARCA;BOJACA;2993;CENIZAS;1|EN OPERACION;19/10/2006;19/10/2006;2002;19/10/2006;Municipio;3.98033615;-76.21435089;0;ND;29/11/2010;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;SERGIO IVAN BARBA LINDARTE;6112878;bok@etb.net.co
704;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUARNE AQUATERRA E.S.P;ANTIOQUIA;MEDELLIN;3053;CURVA DE RODAS;2|CERRADO;22/11/2006;22/11/2006;2005;21/12/2006;Municipio;3.98033615;-76.21435089;0;ND;9/01/1998;ND;ND;ND;NO;NO;NO;NO;NO;ND;NO;Ninguno;NO;NO;0;ND;ND;Relleno sanitario;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;0;0;ANDRES FELIPE POSADA ZAPATA;5515184;andres.posada@aquaterraesp.gov.co
77;EMPRESAS PUBLICAS MUNICIPALES DE PUERTO NARE E.S.P.;ANTIOQUIA;PUERTO NARE;3133;EL PESCADO;1|EN OPERACION;29/11/2006;29/12/2006;2014;27/09/2017;Municipio;3.98033615;-76.21435089;ND;31/07/1998;23/11/2008;60;10000;40;SI;SI;NO;SI;NO;Tierra;SI;Tierra;NO;SI;1;ND;1000;Relleno sanitario;ordinarios-;SI;30.31;10.93;6.37;12.75;13.79;9.48;5.17;11.2;21/05/2015;Pasivo;2;NO;NO;ND;ND;0;0;ALEXCIS DUBER CERVERA CRUZ;8347184;gerencia@eppn.gov.co
91;EMPRESA DE SERVICIOS PUBLICOS LA UNION S.A E.S.P.;ANTIOQUIA;LA UNION;3154;BUENA VISTA;1|EN OPERACION;30/11/2006;30/11/2006;2016;7/05/2018;Empresa;3.98033615;-76.21435089;ND;17/04/1998;ND;240;6435;2;SI;SI;SI;SI;NO;ND;NO;Limo;NO;SI;3.32;ND;1998144;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo y Pasivo;3;ND;ND;ND;ND;ND;ND;CARMEN JUDITH VALENCIA  MORENO ;5561650;esp@launion-antioquia.gov.co
20415;EMPRESA COMUNITARIA AAA CORAZON DEL PUTUMAYO ESP;PUTUMAYO;VILLAGARZON;3177;VILLASANTANA;1|EN OPERACION;4/12/2006;4/12/2006;2007;28/10/2009;Municipio;3.98033615;-76.21435089;405;1/05/2005;31/12/2019;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;NO;NO;0;ND;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.75;0;SIXTA TULIA PAUCAR MAYA;4285075;aaa_corazondelputumayo@yahoo.com
2866;ASEO URBANO S.A.S. E.S.P.;NORTE DE SANTANDER;CUCUTA;3193;GUAYABAL;1|EN OPERACION;5/12/2006;7/09/2011;2014;23/06/2015;Empresa;3.98033615;-76.21435089;312;9/11/2000;1/04/2026;300;170000;20;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;SI;NO;ND;ND;5585000;Relleno sanitario;ordinarios-;SI;35;11;21;10;11;10;15;0;12/05/2015;Activo y Pasivo;89;SI-reduccion de emisiones (quema);SI-reduccion de emisiones (quema);5040;70;0.55;0.55;OSCAR GARCIA POVEDA;5784888;aseo-cucuta.co@veolia.com
2084;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE CAROLINA DEL PRINCIPE;ANTIOQUIA;CAROLINA;3196;RELLENO SANITARIO LA GRANJA;4|DATO INCORRECTO;1/01/2007;26/10/2011;2008;10/11/2009;Municipio;3.98033615;-76.21435089;1800;20/01/1986;30/06/2036;ND;ND;ND;SI;SI;SI;SI;NO;ND;NO;Arcilla;NO;NO;0.4;ND;ND;Relleno sanitario;ordinarios-hospitalarios-escombros-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.08;0.08;CARLOS ANDRES PEREZ VASQUEZ;8634033;serviciospublicos@carolinadelprincipe-antioquia.gov.co
166;EMPRESA DE SERVICIOS PUBLICOS DE CHIA EMSERCHIA E.S.P.;CUNDINAMARCA;BOJACA;3197;CONSORCIO RELLENO SANITARIO NUEVO MONDOãEDO;2|CERRADO;6/12/2006;6/12/2006;2005;6/12/2006;Otro;3.98033615;-76.21435089;2700;ND;3/06/1935;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Ninguno;SI;NO;1;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;1.86;1.86;ASTRID MARIA OTERO BELTRAN;8630248;gerencia@emserchia.gov.co
20651;MUNICIPIO DE SAN PEDRO DE LOS MILAGROS;ANTIOQUIA;SAN PEDRO DE LOS MILAGROS;3213;SAN PEDRO;1|EN OPERACION;7/12/2006;7/12/2006;2006;18/01/2007;Municipio;3.98033615;-76.21435089;2200;1/06/2001;2/09/2012;ND;ND;ND;SI;NO;SI;SI;SI;ND;NO;Tierra;NO;NO;0.38;ND;ND;Relleno sanitario;ordinarios-industriales-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.03;0.03;JADER ORLANDO GONZçLEZ AGUDELO;8687039;snpeal01@edatel.net.co
3379;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO; SANTO DOMINGO S.A. E.S.P;ANTIOQUIA;3313;SANTO DOMINGO;1|EN OPERACION;19/12/2006;19/12/2006;2008;11/03/2009;Otro;3.98033615;-76.21435089;2000;9/01/2004;30/12/2007;ND;ND;ND;SI;SI;NO;NO;NO;ND;NO;Limo;NO;NO;0.5;ND;ND;Relleno sanitario;ordinarios-hospitalarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;0;0;DORA ELENA RAMIREZ FRANCO;8621071;espsantodomingo@hotmail.com
2044;INTERASEO S.A.S.  E.S.P.;MAGDALENA;SANTA MARTA;3353;PARQUE AMBIENTAL PALANGANA;1|EN OPERACION;19/07/2004;28/12/2006;2015;29/04/2020;Empresa;3.98033615;-76.21435089;54.886;31/07/1996;19/07/2028;2161;88250;22.5;SI;SI;SI;SI;NO;ND;NO;Arcilla;SI;SI;1.2;ND;1680;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;66;ND;ND;ND;ND;ND;ND;JUAN MANUEL GOMEZ MEJIA;4346234;notificaciones@interaseo.com.co
1845;SERVICIOS GENERALES EMPRESA DE SERVICIOS PUBLICOS DE CARACTER PRIVADO S.A. E.S.P.;CORDOBA;MONTERIA;3394;RELLENO SANITARIO LOMA GRANDE;1|EN OPERACION;3/01/2007;15/02/2008;2016;17/02/2017;Empresa;3.98033615;-76.21435089;30;28/04/2005;17/02/2025;195;57887.51;31;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;SI;SI;1.19;ND;2031714;Relleno sanitario;ordinarios-;SI;36.93;2.98;0;10.25;4.41;10.95;9.56;24.92;1/11/2015;Pasivo;33;NO;NO;ND;ND;2.5;0;JOSE FERNANDO ECHEVERRY CARDONA;7799377;sspd@servigenerales.com
2092;EMPRESAS PUBLICAS DE NEIVA E.S.P.;HUILA;NEIVA;3395;LOA ANGELES;3|INACTIVO;22/01/2008;4/01/2007;2006;4/01/2007;Empresa;3.98033615;-76.21435089;514;3/05/1993;26/12/2026;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;GLORIA CONSTANZA VANEGAS GUTIERREZ;8725500;info@epneiva.gov.co
3391;ASEO GENERAL SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS;ATLANTICO;BARANOA;3433;PUERTO RICO;2|CERRADO;11/01/2007;11/01/2007;2012;6/02/2012;Empresa;3.98033615;-76.21435089;11;2/01/2004;7/10/2028;180;17400;3.5;SI;SI;SI;SI;NO;ND;NO;Arcilla;SI;SI;0.6;ND;1512000;Relleno sanitario;ND;SI;83;1;0.5;1.5;4;3;0;7;13/12/2011;Pasivo;9;ND;ND;ND;ND;ND;ND;MARBEL LUZ MENDOZA HERNANDEZ;8788873;gerencia.aseogen@hotmail.com
3391;ASEO GENERAL SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS;ATLANTICO;SANTO TOMAS;3434;LAS MARGARITAS;1|EN OPERACION;11/01/2007;11/01/2007;2012;6/02/2012;Empresa;3.98033615;-76.21435089;8;16/01/2006;23/11/2035;216;33000;6;SI;SI;SI;SI;NO;ND;NO;Arcilla;SI;SI;0.6;ND;2100000;Relleno sanitario;ND;SI;83;2;0.5;1.5;3;4;0;7;15/12/2011;Pasivo;9;ND;ND;ND;ND;ND;ND;MARBEL LUZ MENDOZA HERNANDEZ;8788873;gerencia.aseogen@hotmail.com
2989;OPERADORES DE SERVICIOS DE LA SIERRA S.A.S  E.S.P;MAGDALENA;CIENAGA;3454;LA MARIA;1|EN OPERACION;12/01/2007;27/12/2011;2011;14/03/2012;Empresa;3.98033615;-76.21435089;28.5;7/07/2000;ND;204;30.72;14;SI;NO;SI;SI;NO;Tierra;SI;Tierra;NO;NO;ND;ND;76.86;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;3;NO;NO;ND;ND;1.2;0;YOLANDA VICTORIA GONZALEZ PUENTE;4242347;notificaciones@interaseo.com.co
714;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE TUQUERRES E.S.P.;NARINO;TUQUERRES;3473;CRISTO REY;1|EN OPERACION;14/01/2007;15/04/2010;2010;17/11/2011;Empresa;3.98033615;-76.21435089;3.018;26/11/1990;30/08/2010;ND;ND;ND;SI;SI;SI;SI;NO;ND;NO;Tierra;NO;NO;8;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;0;ND;ND;ND;ND;1;1;ANA CRISTINA CAIZA CABRERA;7280130;empsatuquerres@gmail.com
20020;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS MUNICIPIO DE VALDIVIA;ANTIOQUIA;VALDIVIA;3493;SEVILLA;1|EN OPERACION;15/01/2007;15/01/2007;2007;19/01/2008;Municipio;3.98033615;-76.21435089;1165;1/03/2005;23/06/2009;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;0.35;ND;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;5.3;0;FREDY LEON CARDENAS  DIAZ;8360324;servipublicos@edatel.net.co
338;EMPRESAS PUBLICAS MUNICIPALES DE QUINCHIA E.S.P;RISARALDA;QUINCHIA;3516;RIOGRANDE;1|EN OPERACION;16/01/2007;16/01/2007;2009;25/06/2010;Empresa;3.98033615;-76.21435089;1825;1/01/1993;13/04/2012;24;5364;4;SI;SI;SI;SI;NO;Tierra;SI;Tierra;SI;SI;1;ND;11080;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;65.4;5.9;3;12;3;3.9;4.1;2;15/05/1999;Activo;15;NO;SI-reduccion de emisiones (quema);ND;ND;0.02;0.02;JORGE HELADIO  ARROYAVE  MARTINEZ ;3563002;contactenos@epm-quinchia-risaralda.gov.co
20650;MUNICIPIO DE CARAMANTA;ANTIOQUIA;CARAMANTA;3575;RELLENO SANITARIO EL JARDIN;1|EN OPERACION;20/01/2007;20/01/2007;2008;26/06/2009;Municipio;3.98033615;-76.21435089;ND;27/07/2004;ND;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;0.25;ND;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.1;0.1;Juan Guillermo Valencia Alvarez;8553358;administracion@edatel.net.co
726; UNIDAD MUNICIPAL DE SERVICIOS PUBLCIOS DOMICILIARIOS DE ANGOSTURA-ANTIOQUIA;ANTIOQUIA;ANGOSTURA;3634;BUENA VISTA;1|EN OPERACION;23/01/2007;2/03/2009;2009;11/05/2013;Municipio;3.98033615;-76.21435089;1800;24/11/1996;31/12/2010;0;0;0;NO;NO;NO;NO;NO;Ninguno;SI;No aplica;NO;NO;ND;ND;0;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;RICARDO LEON VALENCIA MARIN;8645161;angoal01@edatel.net.co
2044;INTERASEO S.A.S.  E.S.P.;SUCRE;SINCELEJO;3677;EL OASIS;1|EN OPERACION;25/01/2007;25/01/2007;2015;29/04/2020;Empresa;3.98033615;-76.21435089;210;19/04/2003;31/12/2030;4281;300000;25;SI;SI;SI;SI;NO;ND;NO;Limo;SI;SI;1.28;ND;758736;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;0;ND;ND;ND;ND;ND;ND;JUAN MANUEL GOMEZ MEJIA;4346234;notificaciones@interaseo.com.co
2044;INTERASEO S.A.S.  E.S.P.;TOLIMA;IBAGUE;3678;PARQUE INDUSTRIAL LA MIEL;1|EN OPERACION;25/01/2007;25/01/2007;2015;29/04/2020;Empresa;3.98033615;-76.21435089;750;27/04/2004;26/03/2020;168;30875;24;SI;SI;SI;SI;NO;ND;NO;Arcilla;SI;SI;1.1;ND;346199;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;54;ND;ND;ND;ND;ND;ND;JUAN MANUEL GOMEZ MEJIA;4346234;notificaciones@interaseo.com.co
20352;CARIBE VERDE S. A.   E. S. P.;BOLIVAR;CARTAGENA DE INDIAS;3693;PARQUE AMBIENTAL LOMA DE LOS COCOS;1|EN OPERACION;25/01/2007;8/11/2007;2016;4/05/2017;Municipio;3.98033615;-76.21435089;68.9;10/05/2005;1/02/2025;101;263382;24;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;SI;SI;1.1;ND;4536000;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;SI;18.33;10.88;5.48;18.7;4.91;12.33;0.08;29.29;22/02/2016;Activo y Pasivo;74;SI-reduccion de emisiones (quema);SI-reduccion de emisiones (quema);600;49;1;1;OSMANY ANTONIO  RODELO MARTINEZ ;6642990;cindyjimenez@caribeverde.com
2084;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE CAROLINA DEL PRINCIPE;ANTIOQUIA;CAROLINA;3753;LA GRANJA;4|DATO INCORRECTO;8/02/2007;26/10/2011;2008;10/11/2009;Municipio;3.98033615;-76.21435089;1800;20/01/1986;30/07/2026;ND;ND;ND;SI;SI;SI;SI;NO;ND;NO;Arcilla;NO;NO;0.4;ND;ND;Relleno sanitario;ordinarios-hospitalarios-escombros-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.08;0.08;CARLOS ANDRES PEREZ VASQUEZ;8634033;serviciospublicos@carolinadelprincipe-antioquia.gov.co
2536;EMPRESA MUNICIPAL DE ASEO VICTORIA CALDAS E.S.P.;CALDAS;MARQUETALIA;3822;RELLANO SANITARIO MUNICIPAL LA VEGA;1|EN OPERACION;26/02/2007;26/02/2007;2009;11/09/2013;Municipio;3.98033615;-76.21435089;1640;ND;27/08/2106;16;250;12.5;SI;SI;SI;SI;NO;Tierra;SI;Tierra;SI;SI;64;ND;22000;Relleno sanitario;ordinarios-;SI;37;8;12;21;12;10;5;5;1/05/2009;Activo;4;NO;NO;ND;ND;0.5;0.5;JOHN ALEXANDER CASTANEDA GARCIA;8552079;contactenos@emav-caldas.gov.co
2198;LA MOTILONA DE ASEO TOTAL E.S.P.;NORTE DE SANTANDER;CUCUTA;3833;LA  GUAIMARAL;1|EN OPERACION;1/03/2007;1/03/2007;2005;22/03/2007;Empresa;3.98033615;-76.21435089;250;11/02/1998;10/08/2025;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;SI;NO;22;ND;ND;Relleno sanitario;ordinarios-hospitalarios-peligrosos-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0;0;JESUS  ENRIQUE ARIAS LIZCANO;5762835;LAMOTILONA@hotmail.com
2198;LA MOTILONA DE ASEO TOTAL E.S.P.;NORTE DE SANTANDER;CUCUTA;3834;LA GUAIMARALA;1|EN OPERACION;1/03/2007;1/03/2007;2005;22/03/2007;Empresa;3.98033615;-76.21435089;250;11/02/1998;10/08/2025;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;SI;NO;22;ND;ND;Relleno sanitario;ordinarios-hospitalarios-peligrosos-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0;0;JESUS  ENRIQUE ARIAS LIZCANO;5762835;LAMOTILONA@hotmail.com
21413;NUEVO MONDOãEDO S.A. E.S.P.;CUNDINAMARCA;BOJACA;3893;RELLENO SANITARIO NUEVO MONDOí€?EDO;1|EN OPERACION;20/03/2007;6/07/2018;2010;15/03/2011;Empresa;3.98033615;-76.21435089;2645;17/01/2007;16/01/2037;360;66955;17.85;SI;SI;SI;SI;NO;Sintetico;SI;Sintetico;SI;SI;1.26;ND;7698591.8;Relleno sanitario;ordinarios-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;41;NO;SI-reduccion de emisiones (quema);ND;ND;3.13;2.18;JAIME VELEZ RAMIREZ;6373090;comercial@nuevomondonedo.gmail.com
1349;COORDINACION DE SERVICIOS PUBLICOS DE ACUEDUCTO;ANTIOQUIA;BURITICA;3934;LA CURVA;1|EN OPERACION;22/03/2007;22/03/2007;2007;13/05/2008;Municipio;3.98033615;-76.21435089;1625;1/05/2000;20/12/2007;ND;ND;ND;SI;NO;SI;SI;SI;ND;NO;Tierra;NO;NO;0;ND;ND;Relleno sanitario;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0;0;GUSTAVO ADOLFO HIGUITA GUZMAN;8527015;alcaldia@buritica.gov.co
1525;MUNICIPIO DE SEGOVIA;ANTIOQUIA;SEGOVIA;3973;RELLENO SANITARIO VERA;1|EN OPERACION;27/03/2007;27/03/2007;2002;27/03/2007;Municipio;3.98033615;-76.21435089;ND;29/03/1996;6/12/2014;ND;ND;ND;SI;NO;SI;SI;SI;ND;NO;Limo;NO;NO;12;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;12;12;LUIS ALFONSO OCHOA ;8314351;ALCALDE.SEGOVIA@HOTMAIL.COM
20024;EMPRESAS PUBLICAS DE ANDES E.S.P;ANTIOQUIA;ANDES;4154;ALTO DEL RAYO;1|EN OPERACION;18/04/2007;18/04/2007;2011;22/02/2012;Empresa;3.98033615;-76.21435089;1494;1/05/2004;18/11/2013;45;300;50;NO;SI;SI;SI;NO;Arcilla;SI;Limo;SI;NO;ND;ND;22477;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0.02;0.02;RUBEN DARIO POSADA  POSADA;8418447;gerencia.eeppa@yahoo.com
